Course,Admission_grade,Tuition_fees_up_to_date,Age_at_enrollment,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade
9500,100.0,1,28,11,3,11.916666666666666,17,0,0.0
9670,117.7,1,20,5,4,12.0,6,5,11.6
9670,124.7,1,21,7,3,11.0,5,4,12.75
9070,124.5,1,18,6,6,14.166666666666666,8,5,13.0
9070,140.8,1,22,6,6,14.666666666666666,6,6,15.0
9085,111.9,1,21,11,0,0.0,10,5,12.285714285714286
9556,140.0,0,38,8,3,12.666666666666666,5,0,0.0
171,123.8,1,19,0,0,0.0,0,0,0.0
9119,134.0,1,24,0,0,0.0,0,0,0.0
9070,130.8,0,19,0,0,0.0,0,0,0.0
9500,130.2,1,19,7,7,13.7,9,8,14.022222222222222
9119,147.6,1,31,0,0,0.0,0,0,0.0
9670,113.4,1,19,6,6,13.333333333333334,7,6,13.285714285714286
9070,133.7,1,22,7,5,11.4,6,6,12.166666666666666
9085,128.2,1,25,5,0,0.0,5,0,0.0
9500,161.0,1,18,7,7,16.142857142857142,9,0,0.0
9500,130.0,1,30,8,0,0.0,8,0,0.0
9500,156.3,1,18,8,8,15.63375,8,8,15.63375
9773,129.3,1,18,6,6,13.666666666666666,6,6,14.5
9773,129.3,1,18,0,0,0.0,0,0,0.0
9238,136.3,1,18,8,6,12.5,7,6,11.5
9670,140.0,1,25,8,6,12.285714285714286,6,6,13.0
171,139.7,1,18,0,0,0.0,0,0,0.0
9556,105.0,1,25,14,4,12.95,11,4,13.125
9500,130.5,1,19,7,6,12.45,7,6,12.45
9500,131.5,1,20,8,8,13.38125,8,8,13.38125
9500,100.0,0,33,10,5,12.16,7,5,11.34
9238,130.2,1,18,8,6,12.75,10,6,12.166666666666666
9500,133.5,1,19,8,8,13.3425,8,8,13.3425
9500,133.2,1,20,10,7,14.175,14,6,13.03125
9119,129.0,1,24,9,0,0.0,8,2,14.5
9991,100.0,1,24,7,0,0.0,7,0,0.0
9085,116.5,1,18,6,5,12.0,8,5,12.142857142857142
9254,124.2,1,18,8,6,10.571428571428571,9,5,11.4
9085,138.8,1,22,19,11,14.153846153846152,20,12,15.428571428571429
9773,126.4,1,18,9,6,11.166666666666666,11,5,12.4
171,151.9,1,21,20,17,12.0,18,17,12.666666666666666
9991,120.0,1,38,11,3,11.333333333333334,9,4,12.0
9238,131.9,1,29,17,16,12.588235294117649,14,13,13.357142857142858
9254,131.7,0,18,0,0,0.0,0,0,0.0
9991,132.5,1,37,13,12,12.25,13,13,12.846153846153848
9147,116.5,1,20,7,5,11.6,5,5,12.8
9130,133.9,0,20,7,4,13.0,11,3,12.0
9119,145.4,1,40,11,3,10.666666666666666,5,2,12.5
9147,111.0,0,21,7,2,11.0,9,3,11.428571428571429
9070,120.0,1,21,10,6,13.428571428571429,9,8,13.125
9500,129.8,1,18,10,8,13.05375,10,8,13.05375
9003,130.0,1,27,6,6,14.166666666666666,7,6,13.833333333333334
9070,126.3,0,38,6,0,0.0,8,0,0.0
9130,137.8,1,18,11,5,13.6,13,3,12.666666666666666
9130,115.4,1,18,8,6,13.714285714285714,7,5,13.333333333333334
9773,110.0,0,19,10,3,11.666666666666666,11,2,10.0
9670,97.4,0,44,9,1,14.0,6,0,0.0
9085,130.0,1,26,20,4,12.5,16,3,10.0
9130,156.0,0,24,11,5,11.833333333333334,11,4,11.5
9003,126.1,0,27,6,0,0.0,8,0,0.0
9003,120.0,0,27,0,0,0.0,0,0,0.0
9070,105.2,1,25,18,13,11.538461538461538,15,10,12.4
171,137.8,1,19,0,0,0.0,0,0,0.0
9119,116.0,0,20,5,0,0.0,5,0,0.0
9130,150.0,0,22,10,3,12.666666666666666,7,0,0.0
9670,118.0,1,19,7,6,14.428571428571429,8,6,15.0
9500,109.3,1,18,7,7,13.117142857142856,9,7,12.6
9238,119.3,1,20,7,6,12.666666666666666,7,6,11.833333333333334
171,146.3,1,18,0,0,0.0,0,0,0.0
9773,161.5,1,36,7,6,15.285714285714286,6,6,16.5
9147,140.0,1,19,12,3,10.5,8,4,11.25
9147,142.2,1,21,11,11,12.636363636363637,11,9,12.6
9147,129.2,1,26,6,0,0.0,0,0,0.0
9003,100.0,0,29,9,3,14.333333333333334,8,1,14.0
9500,140.0,1,27,0,0,0.0,0,0,0.0
9773,136.9,1,19,7,6,13.5,7,6,14.428571428571429
9773,148.7,0,20,4,0,0.0,8,0,0.0
9254,133.0,1,33,11,9,12.8,9,7,11.428571428571429
9991,150.0,1,35,6,5,10.8,7,5,12.0
9147,98.0,1,23,8,4,11.4,7,4,11.0
9500,122.4,1,19,7,7,13.725714285714286,8,8,14.5
9070,112.0,1,21,6,6,13.5,6,6,11.166666666666666
9500,143.8,1,27,8,7,15.57,8,7,15.57
9500,138.0,1,28,7,7,14.114285714285714,9,8,15.91111111111111
9238,103.5,1,42,0,0,0.0,0,0,0.0
9991,140.0,1,27,6,4,13.5,6,4,13.75
9070,108.7,1,23,9,4,11.25,10,0,0.0
9254,115.9,1,18,7,6,12.142857142857142,8,6,11.333333333333334
9500,127.3,1,26,8,7,13.075714285714286,8,7,13.075714285714286
9147,138.7,1,18,0,0,0.0,0,0,0.0
9991,135.8,1,29,9,3,11.0,11,2,13.5
9085,134.6,1,22,16,0,0.0,7,0,0.0
9500,132.8,1,19,8,7,13.512857142857142,8,7,13.512857142857142
9238,155.5,1,18,7,6,12.833333333333334,6,6,12.166666666666666
9085,132.0,1,18,8,3,15.0,9,3,11.666666666666666
9003,110.0,0,40,12,5,12.8,16,3,13.333333333333334
9254,127.3,0,20,14,3,12.333333333333334,16,0,0.0
9500,126.0,1,18,15,5,12.288,15,5,12.288
8014,130.0,1,31,21,12,12.333333333333334,13,7,13.285714285714286
9147,118.8,1,18,9,4,11.5,5,5,12.8
9670,127.6,1,22,6,6,11.833333333333334,11,4,11.142857142857142
9147,112.1,0,38,5,0,0.0,5,0,0.0
9991,130.0,1,33,5,0,0.0,5,0,0.0
9670,121.4,1,18,0,0,0.0,0,0,0.0
9991,120.6,1,27,6,6,12.333333333333334,5,5,13.0
9254,126.5,1,26,7,6,12.428571428571429,6,6,12.833333333333334
9500,120.2,1,19,7,7,12.765714285714289,9,8,13.544444444444444
9500,120.0,1,44,11,5,12.1,10,5,12.6
9147,137.5,1,19,10,5,12.0,9,5,11.5
9070,127.9,1,20,6,0,0.0,6,0,0.0
9991,131.8,1,31,19,13,11.357142857142858,14,13,12.0
9070,129.0,1,25,6,6,13.5,6,6,12.5
9773,115.8,0,19,6,0,0.0,0,0,0.0
9500,126.4,1,18,7,7,13.884285714285712,9,8,14.75
9670,112.9,1,24,12,2,11.666666666666666,20,2,10.5
9238,111.6,1,20,6,6,14.5,6,6,12.666666666666666
9254,152.0,1,18,7,6,14.714285714285714,7,6,14.166666666666666
9238,132.6,1,18,7,6,13.285714285714286,6,6,14.333333333333334
9500,120.0,0,28,7,0,0.0,7,0,0.0
9853,142.8,1,18,10,5,13.0,10,4,11.5
9238,124.8,1,18,9,6,11.5,11,5,14.0
9147,126.3,1,18,8,5,11.8,10,5,11.6
9147,119.0,0,19,7,3,10.666666666666666,10,3,12.285714285714286
9500,124.9,1,19,11,6,13.8875,9,8,14.864444444444445
9238,118.0,1,20,7,5,11.4,9,6,11.5
8014,100.0,1,34,17,9,12.333333333333334,12,7,12.142857142857142
9500,130.8,1,19,8,8,13.427499999999998,8,8,13.427499999999998
9070,110.0,1,24,6,6,15.166666666666666,6,2,15.5
9773,151.0,1,18,12,0,0.0,0,0,0.0
9130,131.0,1,19,11,2,10.5,9,0,0.0
9147,155.2,1,18,5,5,11.8,8,3,11.0
9500,119.7,1,19,8,7,13.075,11,8,12.36111111111111
9130,131.0,1,19,8,4,11.6,14,2,13.0
9003,116.9,1,19,10,6,13.666666666666666,10,4,12.25
9991,130.0,1,41,9,4,10.75,7,2,10.0
9500,137.8,1,19,10,6,13.492857142857144,9,8,12.68888888888889
9500,120.0,0,23,0,0,0.0,0,0,0.0
9119,133.0,1,18,12,5,13.285714285714286,16,5,14.8
9147,115.2,1,19,6,5,12.6,13,5,11.8
9003,160.0,1,20,7,6,14.0,7,6,14.666666666666666
9085,106.3,0,35,7,2,11.5,8,2,10.5
9670,103.0,0,34,6,0,0.0,9,0,0.0
9070,136.0,0,19,6,6,11.833333333333334,8,6,12.875
9238,146.5,0,22,10,5,11.5,8,5,12.4
9070,131.4,1,20,6,6,14.166666666666666,8,6,12.333333333333334
9119,137.0,1,30,5,0,0.0,5,0,0.0
9254,111.9,0,20,14,2,10.5,16,0,0.0
9070,131.2,1,18,6,6,11.833333333333334,6,6,13.166666666666666
9130,131.2,1,26,9,0,0.0,6,0,0.0
9991,140.0,1,26,5,5,12.4,5,5,12.4
9147,121.5,0,26,5,2,10.5,9,0,0.0
9991,153.5,0,31,9,0,0.0,6,0,0.0
171,142.2,1,20,12,12,14.583333333333334,14,11,14.333333333333334
9773,131.1,1,19,6,6,11.666666666666666,10,3,12.666666666666666
9670,130.6,0,23,5,0,0.0,5,0,0.0
9500,115.0,1,20,14,1,13.0,15,0,0.0
9500,125.0,1,20,7,7,15.66,11,9,15.011111111111113
8014,97.5,1,29,10,0,0.0,10,0,0.0
9773,134.4,1,20,6,6,12.166666666666666,8,4,12.75
9500,118.8,1,24,7,6,13.3,7,6,13.3
9556,110.5,1,37,15,0,0.0,13,0,0.0
9500,123.3,1,18,0,0,0.0,0,0,0.0
171,139.6,0,18,0,0,0.0,0,0,0.0
9500,138.8,1,18,8,7,13.55714285714286,8,7,13.55714285714286
9003,140.0,1,35,16,4,12.0,11,3,10.333333333333334
9254,118.2,1,19,5,0,0.0,0,0,0.0
171,150.6,1,18,0,0,0.0,0,0,0.0
9500,126.0,1,19,7,6,12.183333333333332,7,6,12.183333333333332
9003,160.0,0,30,18,6,11.833333333333334,21,4,11.0
9773,160.0,0,51,4,0,0.0,4,0,0.0
9085,184.4,1,18,8,6,15.0,10,5,14.333333333333334
171,156.0,1,18,0,0,0.0,0,0,0.0
171,150.2,1,18,0,0,0.0,0,0,0.0
9500,126.3,1,18,8,8,13.435,8,8,13.435
9130,146.1,1,18,8,4,13.5,9,0,0.0
171,116.8,1,23,18,17,11.5,17,17,12.176470588235292
9773,112.3,0,18,7,5,12.2,11,4,11.5
171,155.3,1,18,0,0,0.0,0,0,0.0
9085,153.8,1,21,15,10,14.5,15,8,14.0
9773,110.0,1,20,7,6,13.333333333333334,8,6,12.666666666666666
9085,128.2,1,24,29,9,12.0,21,9,12.555555555555555
9130,120.4,1,18,9,6,15.125,9,6,14.0
9500,153.0,1,18,7,6,13.116666666666667,7,6,13.116666666666667
9773,117.9,1,19,7,6,12.833333333333334,7,6,11.666666666666666
9238,145.6,1,20,6,6,13.333333333333334,6,6,14.166666666666666
9500,119.8,1,18,7,7,13.877142857142855,8,8,15.6625
9500,126.8,1,18,8,7,12.944285714285714,8,7,12.944285714285714
9500,137.3,1,19,7,6,14.266666666666666,7,6,14.266666666666666
9670,115.5,1,18,8,5,13.0,8,5,14.0
9500,127.5,1,20,8,8,12.48375,8,8,12.48375
9556,116.3,1,18,8,7,13.428571428571429,8,8,15.3125
8014,113.2,0,18,9,3,10.666666666666666,12,0,0.0
9853,132.6,1,18,8,5,15.4,7,5,12.2
9500,132.0,1,18,7,6,13.45,7,6,13.45
9500,130.3,1,18,7,6,12.6,7,6,12.6
9500,116.7,1,20,7,7,12.485714285714286,12,8,12.9375
9070,134.0,1,22,10,5,10.8,7,5,12.8
9238,139.2,1,18,7,6,13.833333333333334,6,6,14.0
9147,129.4,1,18,5,5,13.2,6,4,12.5
9670,125.6,1,18,7,1,14.0,6,0,0.0
9238,129.3,1,19,8,8,13.875,8,5,14.0
9085,128.4,1,19,7,5,12.5,8,5,12.714285714285714
9773,139.9,1,18,7,6,13.428571428571429,6,6,12.5
9500,128.5,1,18,7,7,14.868571428571428,9,8,15.11111111111111
9500,117.8,1,18,10,7,13.03,8,8,13.21875
9670,115.1,1,19,7,6,14.571428571428571,7,6,12.333333333333334
9238,118.0,1,18,9,5,11.0,9,4,11.25
9500,120.0,1,25,8,8,13.3675,8,8,13.3675
9500,119.6,1,19,7,6,12.808333333333332,11,7,12.825714285714286
9500,133.2,1,18,7,7,13.918571428571427,9,8,13.8875
9130,141.8,1,19,8,6,13.0,9,4,12.8
9500,130.3,1,18,7,6,13.683333333333332,7,6,13.683333333333332
9085,100.0,1,24,11,5,13.0,12,1,12.0
9773,114.6,1,21,8,5,12.8,7,5,11.2
9254,123.4,1,18,9,6,13.571428571428571,6,6,12.166666666666666
9238,116.4,1,18,6,6,13.166666666666666,6,6,13.166666666666666
9070,123.2,1,20,6,6,15.0,6,6,14.5
9070,123.7,1,19,6,6,12.666666666666666,8,5,11.4
9773,127.6,1,19,7,6,13.857142857142858,7,6,13.142857142857142
9500,117.1,1,30,7,7,14.692857142857145,8,8,14.9625
9500,149.3,1,18,8,8,14.035,8,8,14.035
9085,125.6,1,18,8,4,11.0,8,3,14.0
9773,145.0,1,18,6,6,13.333333333333334,6,6,13.333333333333334
9500,115.0,1,20,13,6,11.7725,9,7,12.33
9254,114.3,1,19,0,0,0.0,0,0,0.0
9254,126.0,1,19,0,0,0.0,12,0,0.0
171,124.0,0,19,0,0,0.0,0,0,0.0
9254,122.6,1,18,7,6,12.285714285714286,6,6,12.0
9853,113.5,1,19,10,6,12.166666666666666,9,6,13.166666666666666
9500,140.0,1,25,8,7,14.805714285714286,8,7,14.805714285714286
9238,107.0,1,19,11,5,10.6,10,6,11.714285714285714
9238,124.2,1,19,6,6,12.833333333333334,6,6,12.666666666666666
9670,108.0,1,20,9,5,13.0,6,5,13.8
9500,115.2,1,20,8,7,12.725,8,8,13.7125
9085,129.3,1,19,10,4,11.25,10,3,10.333333333333334
9003,120.0,1,31,12,11,13.818181818181818,16,12,13.461538461538462
9085,116.7,1,20,12,3,12.333333333333334,8,3,13.0
9670,121.1,1,18,7,6,13.666666666666666,9,5,15.4
9085,123.3,1,20,6,6,14.833333333333334,8,6,12.142857142857142
9670,129.4,1,19,7,5,11.2,10,5,13.125
9147,119.9,1,21,6,5,11.4,6,5,12.2
9500,131.6,1,18,8,7,13.135,9,8,13.244444444444444
9070,120.0,1,21,10,10,13.0,11,10,11.4
9238,143.0,1,20,6,6,13.5,9,5,12.5
9670,119.2,1,18,8,5,13.5,6,6,14.5
9147,124.3,1,18,8,4,10.75,5,5,13.0
9238,111.1,1,18,9,6,11.333333333333334,9,6,11.833333333333334
9085,150.0,1,21,15,3,13.0,12,5,13.285714285714286
9500,147.3,1,18,7,6,13.966666666666669,7,6,13.966666666666669
9500,147.5,1,18,8,8,14.14125,8,8,14.14125
9254,108.0,1,20,10,4,11.6,10,4,11.75
9500,130.0,1,32,8,8,14.6625,8,8,14.6625
9500,109.0,1,23,8,6,12.993333333333334,9,8,12.66875
8014,121.2,1,18,8,5,12.2,10,5,12.8
171,140.0,1,34,0,0,0.0,0,0,0.0
9147,125.9,1,21,7,5,12.2,7,5,11.8
9254,121.5,1,20,12,0,0.0,12,0,0.0
9238,121.5,1,18,8,6,11.333333333333334,6,6,11.666666666666666
9085,132.4,1,18,8,6,13.857142857142858,15,6,13.1
9773,122.4,1,18,7,6,12.857142857142858,6,6,13.333333333333334
8014,110.0,1,24,10,1,10.0,12,0,0.0
9147,120.4,0,32,17,14,10.214285714285714,13,13,11.384615384615383
9254,105.0,0,24,14,6,11.285714285714286,16,3,10.333333333333334
9238,137.8,1,18,6,6,13.833333333333334,7,0,0.0
9254,118.0,1,28,8,6,12.857142857142858,8,5,12.6
9853,122.1,1,18,8,6,11.666666666666666,9,4,12.0
9853,140.0,0,24,12,0,0.0,10,0,0.0
9085,143.2,1,19,7,5,14.4,6,5,13.2
8014,120.5,1,44,6,6,14.833333333333334,6,6,14.166666666666666
9085,119.5,1,18,14,6,14.333333333333334,9,6,12.0
171,147.5,1,18,0,0,0.0,0,0,0.0
9773,129.6,1,22,0,0,0.0,0,0,0.0
9853,126.1,1,18,9,6,12.333333333333334,7,6,12.666666666666666
9991,160.0,1,44,5,5,11.8,5,5,12.4
9853,105.5,1,33,7,5,13.2,7,5,10.6
9853,95.5,0,32,6,0,0.0,10,0,0.0
9003,107.5,0,35,0,0,0.0,0,0,0.0
9238,106.1,1,20,6,6,11.5,7,6,13.285714285714286
9254,116.3,1,24,8,5,12.6,7,5,12.2
9500,137.4,1,19,7,7,13.542857142857144,9,8,14.22222222222222
9773,144.1,1,19,7,6,13.666666666666666,6,6,13.833333333333334
9003,107.8,0,27,10,0,0.0,8,0,0.0
9853,128.2,0,30,0,0,0.0,0,0,0.0
171,117.0,1,21,0,0,0.0,0,0,0.0
9070,110.4,1,19,6,6,11.5,8,6,12.285714285714286
9500,100.0,1,18,7,7,11.828571428571427,10,7,12.9125
171,117.0,1,21,0,0,0.0,0,0,0.0
9500,128.0,1,19,7,6,12.966666666666669,7,6,12.966666666666669
9773,122.1,1,18,6,6,13.833333333333334,6,6,13.666666666666666
9500,133.4,1,19,7,7,14.125714285714285,8,8,14.36875
9254,112.0,1,45,12,5,12.166666666666666,8,0,0.0
9085,130.0,1,26,17,6,12.666666666666666,21,4,12.25
9991,100.0,1,51,4,0,0.0,0,0,0.0
9773,162.0,1,49,8,6,12.285714285714286,7,6,14.166666666666666
9147,131.4,1,22,8,2,10.0,7,1,10.0
9130,128.2,1,33,11,2,11.5,8,2,12.0
9670,148.9,1,20,6,5,11.6,6,4,11.5
9238,128.4,1,18,6,6,12.5,6,6,11.666666666666666
9853,120.3,0,20,9,3,11.666666666666666,10,2,11.0
9991,100.0,1,37,11,7,13.428571428571429,11,10,11.6
9254,126.1,1,18,6,6,13.666666666666666,6,6,13.5
9254,111.7,1,19,6,6,12.5,6,6,12.166666666666666
9085,140.0,1,21,7,6,13.0,15,4,12.8
9500,122.2,1,20,9,6,12.783333333333331,9,7,12.842857142857143
9500,118.7,1,19,0,0,0.0,0,0,0.0
9556,121.5,1,20,13,4,13.5,11,4,11.225
9500,134.5,1,18,7,7,13.457142857142856,8,8,15.125
9500,127.0,1,19,8,7,13.44285714285714,8,7,13.44285714285714
9238,114.2,1,18,13,4,11.0,12,5,10.833333333333334
9238,125.3,1,18,6,6,11.333333333333334,7,6,12.285714285714286
9773,120.4,1,18,7,2,10.0,1,0,0.0
9556,130.5,1,18,8,7,12.214285714285714,8,8,14.0625
9070,125.5,1,19,6,6,14.166666666666666,6,6,13.5
9003,133.8,1,24,13,12,12.846153846153848,13,11,12.636363636363637
9147,130.5,1,21,6,5,12.8,7,4,11.25
9085,140.0,0,20,13,4,13.0,11,5,12.0
9500,119.4,1,19,7,7,13.371428571428572,9,8,13.666666666666666
9556,121.3,1,19,8,7,13.385714285714286,8,8,13.3875
9500,126.3,1,18,8,7,13.328571428571427,8,7,13.328571428571427
9085,111.6,1,19,12,5,14.0,14,5,11.0
9147,111.3,1,21,5,5,12.6,5,5,13.2
9853,122.5,1,19,7,6,14.0,6,6,15.0
9254,116.5,1,18,7,6,13.428571428571429,6,6,12.666666666666666
9070,132.0,1,17,6,6,13.0,6,6,12.5
9147,117.0,0,23,9,3,10.0,9,3,12.333333333333334
9670,116.5,1,19,7,6,12.833333333333334,10,6,11.77777777777778
9500,121.5,1,18,7,6,12.916666666666666,7,6,12.916666666666666
9670,105.0,1,20,9,6,13.285714285714286,8,5,13.8
9085,121.3,1,19,6,5,14.6,5,5,13.8
9238,136.1,1,18,6,6,14.0,6,6,13.666666666666666
9238,123.6,1,19,7,6,14.142857142857142,6,6,15.0
9238,129.0,1,19,8,6,11.666666666666666,6,6,12.333333333333334
9500,136.8,1,18,9,8,14.3775,9,8,14.3775
9500,133.4,1,18,8,7,12.5,9,7,13.042857142857144
9500,136.0,1,19,7,6,14.15,7,6,14.15
9500,125.8,1,19,12,7,12.471428571428572,12,7,12.471428571428572
9500,120.5,1,19,7,6,14.15,7,6,14.15
9500,130.2,1,21,11,7,14.072222222222225,8,8,14.0475
9773,135.9,1,18,7,6,14.857142857142858,6,6,14.666666666666666
9773,116.5,1,19,7,6,14.285714285714286,6,6,13.166666666666666
9773,124.0,0,18,4,0,0.0,4,0,0.0
8014,140.0,1,30,0,0,0.0,0,0,0.0
9130,150.9,1,18,8,6,15.0,8,5,15.166666666666666
9500,127.3,1,20,7,6,12.633333333333333,7,6,12.633333333333333
9670,100.0,0,25,5,5,11.2,5,5,12.6
9500,128.8,1,18,7,6,14.233333333333334,7,6,14.233333333333334
9500,140.8,1,18,8,7,15.7,8,7,15.7
9500,138.0,1,18,7,6,15.2,7,6,15.2
9853,132.9,0,29,9,6,16.333333333333332,8,5,15.6
9130,140.0,1,20,29,14,12.5625,24,12,12.857142857142858
9500,140.0,1,26,0,0,0.0,0,0,0.0
9238,99.3,1,21,8,5,12.4,6,6,12.0
9500,119.3,1,19,9,8,13.78125,9,8,13.78125
9254,113.2,1,19,10,6,12.166666666666666,8,5,11.666666666666666
8014,123.0,1,20,13,4,10.8,15,4,12.0
9500,127.2,1,18,8,7,13.26,8,8,14.28625
9773,141.0,0,20,10,4,12.0,15,3,10.666666666666666
9238,121.7,1,20,9,6,11.875,7,6,14.428571428571429
9773,142.5,1,18,6,6,13.333333333333334,9,5,13.2
9085,150.0,1,22,7,6,14.428571428571429,9,5,13.0
9003,134.5,1,19,7,6,15.0,8,6,14.333333333333334
9556,129.5,1,18,9,7,15.155555555555557,8,8,16.8
9238,113.2,1,20,8,6,10.666666666666666,7,6,11.857142857142858
9853,140.2,1,18,9,5,11.0,9,4,11.25
9670,119.2,1,21,0,0,0.0,0,0,0.0
9238,140.7,1,19,7,6,12.285714285714286,7,6,12.0
9500,142.3,1,18,8,8,12.82875,8,8,12.82875
9773,129.9,1,18,6,6,12.666666666666666,8,5,14.4
9085,104.1,0,21,16,2,13.0,8,0,0.0
9147,122.4,1,19,10,5,10.875,8,4,12.4
9147,120.6,1,19,5,5,12.8,8,5,11.6
9238,112.4,1,19,10,5,11.285714285714286,7,0,0.0
171,157.9,1,18,0,0,0.0,0,0,0.0
9254,125.9,1,19,0,0,0.0,11,1,10.0
9500,118.4,1,20,9,6,13.766666666666666,9,8,13.744444444444444
9500,130.8,0,18,9,6,12.758333333333333,9,6,12.758333333333333
171,176.7,1,19,0,0,0.0,0,0,0.0
9070,156.8,1,18,6,6,12.666666666666666,8,6,13.25
9238,128.0,1,19,8,6,12.25,8,6,12.0
9147,113.8,1,20,8,3,11.333333333333334,8,5,12.2
9500,120.8,1,19,9,7,13.507142857142856,12,8,13.05
9500,130.8,1,18,8,7,13.614285714285714,8,7,13.614285714285714
9254,101.0,1,25,6,0,0.0,6,0,0.0
9070,126.1,0,18,9,4,11.5,6,6,12.166666666666666
9773,113.8,1,19,7,6,12.333333333333334,7,6,12.5
9556,118.3,1,19,7,7,11.971428571428572,8,8,14.4375
9147,127.9,0,20,12,2,13.0,13,2,11.5
9085,117.9,1,20,12,2,13.5,12,5,11.285714285714286
9238,115.7,1,21,8,6,12.166666666666666,7,6,13.285714285714286
171,141.0,1,19,0,0,0.0,0,0,0.0
8014,120.0,1,42,6,6,11.666666666666666,6,6,13.666666666666666
9070,131.1,1,19,7,5,13.4,6,6,12.833333333333334
9254,117.8,1,18,11,6,12.0,11,4,12.5
9085,140.0,1,21,6,5,14.2,5,5,14.8
9238,108.0,1,20,8,6,12.125,7,6,14.428571428571429
9853,122.9,1,20,7,7,13.857142857142858,7,7,13.285714285714286
9500,126.0,1,19,9,7,14.283333333333337,9,8,13.125555555555556
9238,134.0,1,21,21,11,13.272727272727272,13,9,13.0
9070,134.3,1,19,6,6,14.666666666666666,7,6,15.142857142857142
9500,138.7,1,19,10,7,15.114999999999998,10,8,15.092
9085,160.0,1,22,13,6,15.0,7,6,13.142857142857142
9853,111.0,1,21,8,5,13.2,9,5,14.333333333333334
9254,128.5,1,18,14,2,11.0,14,3,10.333333333333334
9500,133.0,1,20,8,7,14.565714285714288,8,7,14.565714285714288
9670,114.6,0,18,8,3,12.0,6,4,10.75
9238,104.1,1,20,6,0,0.0,5,0,0.0
9500,127.6,1,23,7,6,13.796666666666669,11,7,13.775
9773,151.0,1,18,6,6,14.833333333333334,6,6,15.333333333333334
9238,135.7,1,20,6,6,12.833333333333334,6,6,13.833333333333334
9500,137.8,1,18,8,7,14.962857142857144,8,7,14.962857142857144
9147,117.3,1,20,8,4,12.0,8,5,11.2
9500,121.2,1,18,8,7,12.4,9,8,12.8
9670,129.3,1,20,7,6,15.571428571428571,6,6,17.166666666666668
9500,123.0,1,19,8,7,13.714285714285714,8,7,13.714285714285714
9085,140.0,1,21,9,6,13.142857142857142,9,6,12.166666666666666
9070,140.0,1,33,7,6,15.0,8,3,11.0
9085,144.6,0,24,6,1,13.0,5,0,0.0
9238,118.3,1,20,12,11,12.0,14,11,12.75
171,153.6,1,18,0,0,0.0,0,0,0.0
9070,158.3,1,18,6,6,15.166666666666666,6,6,14.166666666666666
8014,100.0,1,29,9,4,12.0,13,2,10.5
9500,134.9,1,18,7,7,13.642857142857142,11,8,14.772727272727272
9773,142.0,1,19,8,6,12.666666666666666,7,6,12.714285714285714
171,127.3,1,19,0,0,0.0,0,0,0.0
9238,116.5,1,18,8,5,10.8,9,6,10.5
9500,138.6,1,19,9,6,14.25,11,8,13.063636363636364
9853,133.0,1,20,22,12,12.153846153846152,18,10,12.9
9254,118.0,1,19,10,4,12.25,9,3,12.333333333333334
9500,128.5,1,18,8,8,13.40375,8,8,13.40375
9254,129.9,1,19,15,6,11.333333333333334,9,3,12.666666666666666
9773,125.8,1,20,7,5,12.2,6,6,12.333333333333334
9500,124.7,1,18,0,0,0.0,0,0,0.0
9003,154.9,0,35,8,5,16.166666666666668,10,4,16.0
171,129.0,1,19,0,0,0.0,0,0,0.0
9147,127.3,1,19,8,3,11.0,7,2,10.0
9556,100.5,1,24,18,0,0.0,13,0,0.0
8014,122.0,0,29,11,4,12.5,7,0,0.0
9500,140.0,1,24,11,7,11.294444444444444,22,2,12.6
9254,116.1,1,19,8,5,11.2,11,4,12.5
171,130.0,1,37,0,0,0.0,0,0,0.0
9070,146.2,1,18,7,5,13.2,6,5,11.8
9147,127.8,0,18,0,0,0.0,0,0,0.0
9773,132.4,0,18,6,0,0.0,0,0,0.0
9500,129.3,1,18,8,7,13.1,8,7,13.1
9070,125.4,1,19,6,6,13.5,6,6,13.166666666666666
9238,132.0,1,19,10,5,11.571428571428571,10,3,13.0
9003,170.0,1,21,7,6,15.285714285714286,6,6,15.166666666666666
9556,115.5,1,18,11,6,13.433333333333332,10,4,13.6
9147,127.6,1,19,8,5,11.6,9,3,11.0
9773,140.0,1,25,6,6,14.666666666666666,6,6,13.5
9070,120.2,1,22,9,6,14.666666666666666,12,6,14.666666666666666
9500,150.0,1,24,8,7,12.742857142857144,8,7,12.742857142857144
9500,100.0,1,19,9,7,11.975,9,7,13.12857142857143
171,128.0,0,20,0,0,0.0,0,0,0.0
9500,128.0,1,19,8,7,14.935714285714283,8,7,14.935714285714283
9254,107.2,1,19,16,2,10.5,15,4,10.0
9670,110.1,1,19,9,5,13.333333333333334,6,5,13.0
9003,119.0,1,23,6,0,0.0,8,0,0.0
9773,155.5,1,47,12,5,13.8,13,4,14.0
9070,118.4,1,19,6,6,11.833333333333334,8,4,10.75
171,141.2,1,19,0,0,0.0,0,0,0.0
171,119.1,1,18,0,0,0.0,0,0,0.0
9147,111.0,1,28,9,2,10.0,9,0,0.0
9254,138.6,1,20,10,4,11.5,11,3,11.666666666666666
171,150.4,1,21,0,0,0.0,0,0,0.0
9254,102.5,0,24,7,0,0.0,7,0,0.0
